respondent_id,h1n1_vaccine,seasonal_vaccine
26707,0.19564933609215343,0.313051099899247
26708,0.034428328229069036,0.05430738608782968
26709,0.2499392915912631,0.6868020014367741
26710,0.6260468198900024,0.849314452389376
26711,0.34772186791128906,0.5671524516446222
26712,0.6690671713648636,0.867890056585519
26713,0.3206085915635998,0.5303843331576691
26714,0.12467325782057209,0.15456530670008736
26715,0.023147442051085012,0.07603657753785507
26716,0.22096530850089952,0.837592533921492
26717,0.05844385800275155,0.5384735619147595
26718,0.3099926879544809,0.6032002436697569
26719,0.12173850175098114,0.8206061496963758
26720,0.047691807122117576,0.2931475834419918
26721,0.410122991840131,0.6189838981583677
26722,0.044688151975288526,0.1105954194819682
26723,0.7279712759380756,0.8335247657364777
26724,0.04980801799804121,0.7329576116837901
26725,0.029404885290919988,0.08223954000142261
26726,0.0724692597439701,0.13481408136973427
26727,0.3961428065008562,0.8076666249847498
26728,0.3395236330942055,0.562564884421821
26729,0.23847610581969486,0.48752012851957616
26730,0.06294179539915826,0.17715968953705466
26731,0.030888842646461103,0.23320434790537328
26732,0.1492589599639846,0.22602375913293934
26733,0.9249049197591896,0.953779617416669
26734,0.5994211397347556,0.5332225436558874
26735,0.08856153608019533,0.3324163129734029
26736,0.0639479605570788,0.15479917272592916
26737,0.06778792097357918,0.09793275149339588
26738,0.6947814646246572,0.812598731774966
26739,0.08863425921695377,0.19049526285793789
26740,0.18170977979091557,0.20904233086486118
26741,0.0804932904030332,0.8307660002023648
26742,0.15532822249896253,0.2861778204576463
26743,0.08730350830030856,0.30060621295144185
26744,0.07194621761416026,0.7106875976546586
26745,0.09775708287667997,0.7584440216650193
26746,0.16654634453747502,0.3356669630740931
26747,0.0372558502830847,0.14546836102460553
26748,0.09075603398596535,0.11567092239144557
26749,0.09782304696054034,0.6453796840844163
26750,0.43097589418653104,0.8266601081653445
26751,0.49270563421721264,0.7413200660905221
26752,0.07291388310117868,0.13767601567758986
26753,0.2923244923118675,0.46237595017311844
26754,0.12379757374851638,0.44595595919211256
26755,0.1631936969126705,0.4133671649287233
26756,0.012686286862747968,0.04901899240389296
26757,0.33070466053445685,0.5926801866333774
26758,0.3890710369385746,0.7185184766300172
26759,0.02852475520681961,0.1655995167945977
26760,0.04074929205721382,0.14811170779858118
26761,0.3987108105550607,0.6746121887632313
26762,0.24472256703799306,0.7126787136505413
26763,0.8523584373725573,0.9191726829798706
26764,0.8406282281582466,0.9257926848327802
26765,0.13627999078523712,0.6674437089895574
26766,0.16576656927324326,0.2073358631730659
26767,0.7650010220883849,0.7391796295674771
26768,0.06991213967440463,0.4706337706410693
26769,0.09422476431108437,0.2717990392757268
26770,0.09427290340496129,0.5664520382355196
26771,0.040160441246903156,0.13634855478167868
26772,0.12883328420891244,0.506657036228209
26773,0.09308099029091661,0.4027713356463526
26774,0.05650106348660332,0.3965952868939685
26775,0.08073430749084061,0.46313351053492263
26776,0.3978671836467654,0.48167987928174977
26777,0.16602344559601853,0.8363075940073825
26778,0.09749590665288456,0.11903129367593848
26779,0.20582973909308497,0.6885008307188814
26780,0.1110584798226789,0.7974956672868431
26781,0.09405676358382313,0.4309499521772553
26782,0.09752170463313073,0.2994842848649728
26783,0.03266147915319821,0.17935441280105627
26784,0.21053366698680337,0.7403010980580862
26785,0.49729306156246095,0.7031096877182929
26786,0.09781908080262727,0.23918029690682624
26787,0.0457548886378801,0.6161153107670208
26788,0.07127488824046259,0.8133888035563244
26789,0.069450214386571,0.3300557864937651
26790,0.034795828344402126,0.1863985122890378
26791,0.047251239412656146,0.06870142186683208
26792,0.08397516689547933,0.6959272631540558
26793,0.13256484296509113,0.9006885491439198
26794,0.47992273098809934,0.8307921320730425
26795,0.11977157538368188,0.8455585877623837
26796,0.019669252709360964,0.050294474026822425
26797,0.2102466342853662,0.717036620846773
26798,0.33088177012407194,0.3108642296583612
26799,0.19436387121672094,0.3625059421402967
26800,0.10607242560574566,0.9443711459663077
26801,0.15169974114327547,0.2915436394320519
26802,0.07623595257806172,0.17674995279004913
26803,0.07169940344780323,0.17216372346067807
26804,0.04441015909023532,0.088009153826951
26805,0.06612761289219807,0.20091175018905444
26806,0.034416194302036476,0.9006906348833096
26807,0.3473039454306386,0.7929330975486267
26808,0.06828631074798072,0.3520226920786692
26809,0.3635390979238043,0.2875835393125504
26810,0.05409203591375039,0.10085350026600298
26811,0.04557867228001084,0.13917139801060005
26812,0.2815078574072103,0.7825709648039596
26813,0.3292709835190378,0.46514450519847184
26814,0.040160781422255494,0.6585641198870053
26815,0.009411361030322639,0.027662427987851297
26816,0.10500264124073176,0.20145481394213163
26817,0.05558165518960951,0.5621038050102495
26818,0.17462170837890437,0.35879309614988
26819,0.17813043534206957,0.32780046540689584
26820,0.06726078361296164,0.1874231817583566
26821,0.07233195563378204,0.5686491028649121
26822,0.12370686629694622,0.6406691551536035
26823,0.2473794447918937,0.3444532413389774
26824,0.04975611316576611,0.683031073883163
26825,0.37247530646219673,0.5528064706288818
26826,0.07672529076036073,0.6049873197653463
26827,0.06319246147909299,0.18783449024039353
26828,0.07751141440255419,0.3250277020631193
26829,0.7566306422608314,0.9415437395138431
26830,0.06216228457328016,0.7442891094945367
26831,0.15506323584542492,0.7387539159553769
26832,0.06982192520195768,0.810574490553943
26833,0.09700743781971748,0.5100213690381422
26834,0.2937354427131115,0.6429961197836016
26835,0.3434572539778576,0.8196248921730213
26836,0.28415300960297973,0.6124400789397847
26837,0.17775670966649124,0.16105877629884424
26838,0.15567518755787305,0.45111832709966354
26839,0.13391415455153394,0.38706094942088987
26840,0.08351258845721303,0.17792161040402185
26841,0.4065239020055396,0.6748343240087058
26842,0.08798314316855203,0.23585775335983392
26843,0.04396612775586124,0.07536903172643908
26844,0.06031698266541898,0.26855275551350904
26845,0.052331492047242203,0.7204149838125751
26846,0.06965609946168332,0.7908335795355227
26847,0.3296336472234177,0.2899250046045751
26848,0.07548348318855345,0.704861807825918
26849,0.3962382212741226,0.5692799500171755
26850,0.4668624275357608,0.7235614546654372
26851,0.015860693232634004,0.055125169321307774
26852,0.030844757036153577,0.07211106913292285
26853,0.1699273909885074,0.4544596205803263
26854,0.025538276536465013,0.08839468864619554
26855,0.3959962917683345,0.7763687087678085
26856,0.10127296907036866,0.10409765180611973
26857,0.4383942923157151,0.43869644713614553
26858,0.1913167975901572,0.5450793615441737
26859,0.02867166250357542,0.09538322694610589
26860,0.1444505406574329,0.22595838522227069
26861,0.03410710827795446,0.10375151848522715
26862,0.041679871629966544,0.2818079544596802
26863,0.07898749207389381,0.42419470999840053
26864,0.3630322538496755,0.34244615648490556
26865,0.013469903897047624,0.03515788017937358
26866,0.06318548182593205,0.5175047744758718
26867,0.10755097996523001,0.18078477679642346
26868,0.643432362077595,0.8112653362306427
26869,0.05786227287778373,0.31680343798452393
26870,0.6677200427030963,0.7864298999166025
26871,0.040628685904102575,0.06338337526251543
26872,0.1007472049958981,0.44695660045134233
26873,0.1414270271025808,0.71817460624103
26874,0.050748119145361106,0.14435006065540282
26875,0.3845427566954994,0.7674397653464815
26876,0.07630035238433341,0.12554294392259066
26877,0.16490842727418004,0.24314264423322735
26878,0.14186999560276833,0.43337996273302487
26879,0.017575844458957008,0.04978107554059252
26880,0.09227482285920102,0.29120921932818356
26881,0.030382612941686225,0.0760043477806252
26882,0.030075654365248294,0.07002682693966927
26883,0.09401313849576526,0.3315737731785408
26884,0.20373286227974394,0.23182765219765608
26885,0.17745891589385032,0.5164976257277707
26886,0.11640422348795591,0.7865024907411816
26887,0.6654280852344959,0.8065129566474856
26888,0.9030458360840106,0.9438645143596609
26889,0.027176942606888584,0.1364732322784241
26890,0.16855816151871947,0.4041350667656451
26891,0.7253988437271948,0.8569394862621003
26892,0.12615282617637769,0.5587446790926351
26893,0.030291396614144112,0.07757605380911203
26894,0.23451612998301066,0.336873986223427
26895,0.07889226859999343,0.8139790861211014
26896,0.05491993005895211,0.09168940667869305
26897,0.09183589991369258,0.39601817551436447
26898,0.2039570835875448,0.5704826875325222
26899,0.02708413856753561,0.08026880926620915
26900,0.08392854614049171,0.2276186069807159
26901,0.1369552023564999,0.5137857099570632
26902,0.11253636526849244,0.8188908574585032
26903,0.16491932838028522,0.22286294148831007
26904,0.1812239704665369,0.4354171234516374
26905,0.31864111821860586,0.7027952420218886
26906,0.04220420499518209,0.29542623336919016
26907,0.05814772063496168,0.5547250910664846
26908,0.0722446908226547,0.6585646425725448
26909,0.14305627015733977,0.19365068204519337
26910,0.12725364878160564,0.3514741442382719
26911,0.06830198074922067,0.14772722517236572
26912,0.5627342911989385,0.8661174014497675
26913,0.5728382532703065,0.8020754598359008
26914,0.04459259751304856,0.20459464800788885
26915,0.134002038242437,0.6525873992345532
26916,0.05358867143705119,0.24193051401696752
26917,0.048687861101799366,0.12169947069353573
26918,0.8677981469964949,0.9500430268163838
26919,0.08292818610819698,0.44410121135485836
26920,0.019165625405995233,0.06838909491021837
26921,0.12808458280213159,0.8051687217028012
26922,0.058985482978217,0.7388664234286754
26923,0.21200045192889277,0.48744763068199076
26924,0.8988815365032929,0.9549745426500399
26925,0.21917624738517386,0.7552670885688005
26926,0.44696054988438183,0.6592438713684592
26927,0.5305399266230829,0.6786659139520034
26928,0.13338001303592775,0.6703462801708497
26929,0.08196654057973947,0.2764332271417829
26930,0.5546951706047945,0.7961567088603527
26931,0.16547723337431194,0.3697178138092377
26932,0.13959214298580622,0.9008791131535819
26933,0.043252183201208404,0.5259011324909337
