respondent_id,h1n1_vaccine,seasonal_vaccine
26707,0.20078057610844188,0.322862309984456
26708,0.03623286610270778,0.045002992467504506
26709,0.260376946378212,0.709589503776797
26710,0.5915396252958548,0.8369122128605323
26711,0.28651793091642913,0.5336704389935087
26712,0.6828165142718906,0.8886656279272392
26713,0.3397845689680786,0.5515419234908268
26714,0.12458087923142594,0.1510157977324367
26715,0.03472537220143312,0.09327069279349824
26716,0.21448365033219383,0.8021606774528407
26717,0.06494446983317874,0.5229834211668692
26718,0.3284545832382909,0.608815983918518
26719,0.15869722733528557,0.8176052717332417
26720,0.057869971142185665,0.2997314719295295
26721,0.40297391702110824,0.5877564567762208
26722,0.054537490283953174,0.1203660590902006
26723,0.7254418258733284,0.8261648343443247
26724,0.04603968668567509,0.7261613402855347
26725,0.03268274618893064,0.08927451687893183
26726,0.06348890219857135,0.11591007643074178
26727,0.4060791824881657,0.8105214736646174
26728,0.32577199147186886,0.5626085231061139
26729,0.2082193393561422,0.45184253088568477
26730,0.05437283854020148,0.1914897776269958
26731,0.040677862199645864,0.24195317363018348
26732,0.14599978334799288,0.239947437593115
26733,0.916843089179678,0.9521495390162431
26734,0.5676429278597229,0.5331278288787469
26735,0.09195594362681132,0.33186131012514736
26736,0.0658910003950565,0.14797177728376218
26737,0.06694188757768561,0.1122055751495993
26738,0.7295833696349991,0.8243219238357568
26739,0.0845165294216159,0.22118437858689505
26740,0.17761057649513604,0.22128005593026412
26741,0.09826284527284854,0.8410498541180356
26742,0.15105212159170261,0.276447527121833
26743,0.08354670751375064,0.3110013297377091
26744,0.07621407032758108,0.7029001822976503
26745,0.10420197566585364,0.7488675851622798
26746,0.17415940623814863,0.3442391880483792
26747,0.032414695777882724,0.1451135567107467
26748,0.10535184111063148,0.11772178174209309
26749,0.10127759790397359,0.6339087725669524
26750,0.4373222278520519,0.8235802781395163
26751,0.5343859211164946,0.7546938104100812
26752,0.07349625950330524,0.15454326828980414
26753,0.29143518562961684,0.48856862456171657
26754,0.16178338928259334,0.48651564112653856
26755,0.1434289654327894,0.4116033686254049
26756,0.016339535433852102,0.07160046404323164
26757,0.313552897350285,0.5630511173373672
26758,0.4103510630280519,0.7291288853707784
26759,0.02734146239287139,0.1822506147619498
26760,0.040606149416780896,0.13095422746617827
26761,0.4440428974754985,0.6921147372563621
26762,0.24837595456290715,0.698234831994492
26763,0.8442574952238326,0.9119031331734914
26764,0.8656567559175319,0.9280348423653602
26765,0.1056660884310732,0.6301980300893976
26766,0.17654096601351302,0.2299883907908197
26767,0.7870733088243056,0.7478727983483753
26768,0.0791826792342446,0.4785458721102617
26769,0.0944476765308038,0.284197948244252
26770,0.09640530263056557,0.48216840105732844
26771,0.042997535190165415,0.16694993154464363
26772,0.11951600698612246,0.4691489482792694
26773,0.07981573664185831,0.3780738422483343
26774,0.06051218115405948,0.37518183142176675
26775,0.07775842271257116,0.46102743225759324
26776,0.39002150283660814,0.49766048139354496
26777,0.2027932936765764,0.8125747289380264
26778,0.1145599891613151,0.12262324743790726
26779,0.2158301470112729,0.6969176885104451
